Date,cours
8/6/2018,6371.28
9/6/2018,5751.72
10/6/2018,5852.53
11/6/2018,5587.79
12/6/2018,5345.66
13/6/2018,5746.04
14/6/2018,5515
15/6/2018,5626.18
16/6/2018,5584.57
17/6/2018,5770.28
18/6/2018,5821.74
19/6/2018,5837.29
20/6/2018,5793.59
21/6/2018,5210.14
22/6/2018,6046.968
23/6/2018,5307.14
24/6/2018,5274.1
25/6/2018,6250.56
26/6/2018,6072.115
27/6/2018,6133.31
28/6/2018,5853.388
29/6/2018,6204.91
30/6/2018,5467.89
1/7/2018,5433.4
2/7/2018,6614.11
3/7/2018,6510.21
4/7/2018,6589.911
5/7/2018,6531.424
6/7/2018,6601.327
7/7/2018,5744.01
8/7/2018,5708.73
9/7/2018,6665.849
10/7/2018,6302.577
11/7/2018,6389.7
12/7/2018,6248.972
13/7/2018,6219.729
14/7/2018,5375.705
15/7/2018,5437.43
16/7/2018,6728.974
17/7/2018,7313.195
18/7/2018,7374.813
19/7/2018,7469.962
20/7/2018,7332.934
21/7/2018,6325.49
22/7/2018,6320.2
23/7/2018,7719.666
24/7/2018,8392.397
25/7/2018,8165.497
26/7/2018,7938.387
27/7/2018,8187.427
28/7/2018,7003.305
29/7/2018,7049.71
30/7/2018,8166.42
31/7/2018,7728.748
1/8/2018,7603.949
2/8/2018,7534.928
3/8/2018,7419.354
4/8/2018,6055.72
5/8/2018,6071.5
6/8/2018,6935.888
7/8/2018,6718.236
8/8/2018,6281.392
9/8/2018,6539.705
10/8/2018,6145.513
11/8/2018,5471.3
12/8/2018,5544.4
13/8/2018,6247.206
14/8/2018,6188.931
15/8/2018,6269.41
16/8/2018,6313.896
17/8/2018,6583.511
18/8/2018,5625.735
19/8/2018,5697.015
20/8/2018,6256.063
21/8/2018,6477.417
22/8/2018,6360.811
23/8/2018,6525.635
24/8/2018,6683.434
25/8/2018,5789.94
26/8/2018,5750.12
27/8/2018,6908.184
28/8/2018,7074.731
29/8/2018,7032.274
30/8/2018,6984.191
31/8/2018,7014.06
1/9/2018,6174.8
2/9/2018,6221.9
3/9/2018,7262.666
4/9/2018,7359.069
5/9/2018,6698.647
6/9/2018,6510.822
7/9/2018,6395.967
8/9/2018,5387.385
9/9/2018,5409.225
10/9/2018,6306.137
11/9/2018,6292.799
12/9/2018,6333.333
13/9/2018,6487.412
14/9/2018,6477.79
15/9/2018,5624.815
16/9/2018,5593
17/9/2018,6248.873
18/9/2018,6335.658
19/9/2018,6390.781
20/9/2018,6492.644
21/9/2018,6759.681
22/9/2018,5711.815
23/9/2018,5725.425
24/9/2018,6583.221
25/9/2018,6441.399
26/9/2018,6464.326
27/9/2018,6688.627
28/9/2018,6635.039
29/9/2018,5676.7
30/9/2018,5703.3
1/10/2018,6601.053
2/10/2018,6520.986
3/10/2018,6492.866
4/10/2018,6585.402
5/10/2018,6630.855
6/10/2018,5696.315
7/10/2018,5683.39
8/10/2018,6646.771
9/10/2018,6609.54
10/10/2018,6579.514
11/10/2018,6218.466
12/10/2018,6273.632
13/10/2018,5362.7
15/10/2018,6596.699
16/10/2018,6518.164
17/10/2018,6662.356
18/10/2018,6549.871
19/10/2018,6498.766
20/10/2018,5594.4
21/10/2018,5602.455
22/10/2018,6518.048
23/10/2018,5577.6
24/10/2018,5644.9
25/10/2018,5623.9
26/10/2018,5621.42
29/10/2018,5515
30/10/2018,5539.99
31/10/2018,5578.8
1/11/2018,5536.6
2/11/2018,5572
5/11/2018,5635.9
6/11/2018,5638.1
7/11/2018,5687.4
8/11/2018,5664.1
9/11/2018,5601
12/11/2018,5641.945
13/11/2018,5590.035
14/11/2018,4942.5
15/11/2018,4865.505
16/11/2018,4362.865
19/11/2018,4195.3
20/11/2018,3746.9
21/11/2018,3927
22/11/2018,3880.24
23/11/2018,3898.6
26/11/2018,3331.1
27/11/2018,3366.49
28/11/2018,3698.285
29/11/2018,3715
30/11/2018,3569.8
3/12/2018,3391.6
4/12/2018,3513.8
5/12/2018,3285
6/12/2018,3169.23
7/12/2018,3072.5
10/12/2018,3021.635
11/12/2018,3069.7
12/12/2018,3103
13/12/2018,3003.31
14/12/2018,2922.8
17/12/2018,3065.49
18/12/2018,3133.85
19/12/2018,3271.85
20/12/2018,3635.65
21/12/2018,3455.3
24/12/2018,3660.3
25/12/2018,3331.11
26/12/2018,3362.1
27/12/2018,3274.6
28/12/2018,3515.8
31/12/2018,3225.2
2/1/2019,3441.4
3/1/2019,3375.5
4/1/2019,3365.9
7/1/2019,3487.5
8/1/2019,3507.89
9/1/2019,3487.18
10/1/2019,3181.3
11/1/2019,3170
14/1/2019,3194.04
15/1/2019,3146.44
16/1/2019,3163.04
17/1/2019,3199.45
18/1/2019,3193.4
21/1/2019,3115.97
22/1/2019,3156.8
23/1/2019,3123.89
24/1/2019,3166.72
25/1/2019,3131.73
28/1/2019,3005.76
29/1/2019,2975.6
30/1/2019,3000.72
31/1/2019,2991.91
1/2/2019,3006.63
4/2/2019,2989.69
5/2/2019,3004.475
6/2/2019,2967.12
7/2/2019,2964.1
8/2/2019,3165.91
11/2/2019,3195.95
12/2/2019,3172.7
13/2/2019,3176.21
14/2/2019,3161.64
15/2/2019,3163.7
18/2/2019,3413.6
19/2/2019,3455.02
20/2/2019,3461.8
21/2/2019,3433.89
22/2/2019,3481.4
25/2/2019,3368
26/2/2019,3338.27
27/2/2019,3313
28/2/2019,3344.97
1/3/2019,3359.035
4/3/2019,3266.2
5/3/2019,3393.97
6/3/2019,3406.765
7/3/2019,3458.035
8/3/2019,3411.405
11/3/2019,3423
12/3/2019,3429.4
13/3/2019,3398.82
14/3/2019,3407.66
15/3/2019,3437.66
18/3/2019,3513.38
19/3/2019,3525.03
20/3/2019,3532.4
21/3/2019,3498.9
22/3/2019,3528.45
25/3/2019,3456.94
26/3/2019,3475.98
27/3/2019,3566.2
28/3/2019,3573.08
29/3/2019,3645.315
1/4/2019,3698.21
2/4/2019,4279.83
3/4/2019,4674.465
4/4/2019,4387.6
5/4/2019,4475.985
8/4/2019,4697.4
9/4/2019,4640.54
10/4/2019,4693.7
11/4/2019,4475.005
12/4/2019,4491.2
15/4/2019,4450.2
16/4/2019,4615.1
17/4/2019,4629.2
18/4/2019,4721.7
23/4/2019,4975.62
24/4/2019,4877.56
25/4/2019,4865.5
26/4/2019,4600.67
29/4/2019,4589.8
30/4/2019,4694.7
1/5/2019,4727
2/5/2019,4842.8
3/5/2019,5084.8
7/5/2019,5267.52
8/5/2019,5271.5
9/5/2019,5449.4
10/5/2019,5642.98
13/5/2019,7200
14/5/2019,6940
15/5/2019,7277.19
16/5/2019,7103.29
17/5/2019,6509.91
20/5/2019,7207.9
21/5/2019,7175.03
22/5/2019,6883.09
23/5/2019,7072.67
24/5/2019,7183.19
27/5/2019,7885.01
28/5/2019,7807
29/5/2019,7802.84
30/5/2019,7389.1
31/5/2019,7645.9
3/6/2019,7572.15
4/6/2019,6678
5/6/2019,6904.1
6/6/2019,6864.17
7/6/2019,7030.03
10/6/2019,7039.7
11/6/2019,6988.54
12/6/2019,7222.81
13/6/2019,7399.16
14/6/2019,7683.9
17/6/2019,8273.6
18/6/2019,8049
19/6/2019,8213.8
20/6/2019,8422.82
21/6/2019,8734.15
24/6/2019,9611.99
25/6/2019,10164
26/6/2019,10894.18
27/6/2019,9509.8
28/6/2019,10791
1/7/2019,9350.98
2/7/2019,9456.4
3/7/2019,10107.9
4/7/2019,10290
5/7/2019,9875.36
8/7/2019,10997
9/7/2019,11204.65
10/7/2019,10631.82
11/7/2019,10053
12/7/2019,10490.8
15/7/2019,9585.5
16/7/2019,8584.74
17/7/2019,8785.15
18/7/2019,9397.22
19/7/2019,9406.29
22/7/2019,9168.65
23/7/2019,9085
24/7/2019,8779.4
25/7/2019,8894.99
26/7/2019,8822.1
29/7/2019,8521.4
30/7/2019,8585.8
31/7/2019,9047.23
1/8/2019,9404.7
2/8/2019,9387.8
5/8/2019,10470.1
6/8/2019,10150.5
7/8/2019,10660.3
8/8/2019,10458.6
9/8/2019,10629.11
12/8/2019,10166.67
13/8/2019,9721.97
14/8/2019,9149.99
15/8/2019,9320.08
16/8/2019,9429.65
19/8/2019,9684.31
20/8/2019,9715.01
21/8/2019,9077
22/8/2019,9155.39
23/8/2019,9367.5
26/8/2019,9245.22
27/8/2019,9142.45
28/8/2019,8810
29/8/2019,8605.9
30/8/2019,8758.43
2/9/2019,9457.4
3/9/2019,9742.66
4/9/2019,9662.6
5/9/2019,9552.05
6/9/2019,9442.89
9/9/2019,9320.55
10/9/2019,9155.92
11/9/2019,9243.8
12/9/2019,9427.25
13/9/2019,9296.86
16/9/2019,9376.44
17/9/2019,9233.5
18/9/2019,9238.95
19/9/2019,9310
20/9/2019,9200.61
23/9/2019,8873.99
24/9/2019,7889.99
25/9/2019,7873.09
26/9/2019,7400
27/9/2019,7530.48
30/9/2019,7590.27
1/10/2019,7644.92
2/10/2019,7550
3/10/2019,7474.03
4/10/2019,7458.36
7/10/2019,7481.4
8/10/2019,7459.45
9/10/2019,7802.16
10/10/2019,7794.04
11/10/2019,7555
14/10/2019,7556.42
15/10/2019,7401.18
16/10/2019,7209.3
17/10/2019,7254.43
18/10/2019,7130.88
21/10/2019,7383.95
22/10/2019,7281.7
23/10/2019,6683.81
24/10/2019,6715.01
25/10/2019,7752.2
28/10/2019,8530.71
29/10/2019,8524.04
30/10/2019,8273.8
31/10/2019,8184.85
1/11/2019,8267.8
4/11/2019,8431.9
5/11/2019,8432.54
6/11/2019,8448.13
7/11/2019,8349.1
8/11/2019,8008.98
11/11/2019,7893.05
12/11/2019,7970.96
13/11/2019,7950.01
14/11/2019,7853.48
15/11/2019,7708.5
18/11/2019,7453.4
19/11/2019,7352.8
20/11/2019,7306.365
21/11/2019,6890.115
22/11/2019,6610.5
25/11/2019,6570.37
26/11/2019,6489.85
27/11/2019,6855.25
28/11/2019,6718.45
29/11/2019,7028.55
2/12/2019,6632.765
3/12/2019,6609.505
4/12/2019,6523.735
5/12/2019,6669.95
6/12/2019,6808.005
9/12/2019,6633.485
10/12/2019,6522.25
11/12/2019,6464.215
12/12/2019,6425.1
13/12/2019,6513.94
16/12/2019,6182
17/12/2019,5958.8
18/12/2019,6580.35
19/12/2019,6435.155
20/12/2019,6500.55
23/12/2019,6573.45
24/12/2019,6536.1
27/12/2019,6477.88
30/12/2019,6530.15
31/12/2019,6401.16
2/1/2020,6236.15
3/1/2020,6547.26
6/1/2020,6781.7
7/1/2020,7204.25
8/1/2020,7261.68
9/1/2020,7037.05
10/1/2020,7272.825
13/1/2020,7291.65
14/1/2020,7874.005
15/1/2020,7928.25
16/1/2020,7827.665
17/1/2020,8043.1
20/1/2020,7825.25
21/1/2020,7867.625
22/1/2020,7796.7
23/1/2020,7607.515
24/1/2020,7657.75
